PathLength,PathDuration,CollisionCount,FramesInCollision,PathJerk,GaTimes
37,19.8840360837057,1,3,1.286248,75.0238143058645
39,19.6979249157012,4,117,1.663012,71.4512990954786
39,20.2479134174064,8,237,1.797706,75.9174561796662
38,19.9306459999643,0,0,1.423755,72.6883705509336
38,20.2637624167837,1,15,1.01212,72.9775549108653
39,19.5956610827707,2,138,1.920303,73.1896784228201
37,19.3631839170121,0,0,1.297342,82.7260822359775
36,19.7299227495678,1,8,1.266467,75.7164432305015
38,19.3137653339654,2,6,1.073984,70.2030054097505
37,19.8307363749482,0,0,1.296148,75.3552040110367
36,19.2969607091509,0,0,0.8587616,74.1920532503476
39,19.6759686251171,0,0,1.002897,74.3357062172622
37,19.6492842920125,9,381,1.677901,88.6789009201567
37,19.8800108330324,1,10,1.580026,77.0438660338924
37,19.7317059165798,1,8,1.531419,78.3725404809858
38,19.4149170829915,1,6,1.130366,65.0378355119181
36,19.0464067501016,1,7,1.22116,68.4327801379065
39,19.6811974998564,1,2,1.087644,61.4481163808168
37,19.1471882499754,1,2,1.614615,65.5890596225052
39,19.6716408752836,1,3,1.083057,67.563231735944
