PathLength,PathDuration,CollisionCount,FramesInCollision,PathJerk,GaTimes
37,19.3663306660019,2,83,1.439557,89.0312523430062
39,19.9339592922479,14,306,1.668314,83.6745256629701
41,20.8346444163471,5,125,1.774712,82.7801340009745
43,21.7342133750208,1,7,1.874538,78.5010270882658
38,20.0669086254202,4,274,1.786047,86.2542400871845
39,20.7833604579791,14,399,1.822629,85.3874305597483
38,19.7495210422203,1,6,1.761898,85.9984495235901
38,23.2682853750885,9,211,1.634719,90.8515877335479
39,21.068979207892,7,140,1.193379,85.3495257787215
39,19.6498409998603,1,65,1.255086,84.9437307781325
42,21.3831511251628,3,111,2.032187,78.0947578605264
39,21.6838230420835,7,305,1.436193,84.7802287660157
38,21.3364514168352,10,365,1.457989,86.7729725830845
38,20.2335409997031,6,228,1.752808,86.0703749778239
43,23.7987807919271,12,401,2.285198,82.5585232787701
37,20.3491313750856,4,36,1.911803,89.5334672988267
39,20.8001643749885,5,281,1.913301,85.9346601467293
38,20.9156122920103,8,135,2.180138,88.6961973247756
38,20.7664669998921,8,210,1.883198,87.0720802095572
