PathLength,PathDuration,CollisionCount,FramesInCollision,PathJerk,GaTimes
25,12.6962183746509,3,107,2.335007,62.109010014683
25,12.6293863747269,4,196,3.882309,59.9631466157734
23,11.8003705828451,7,523,2.516839,61.1336647087465
22,12.9150879587978,1,56,2.248954,65.1452083733272
24,12.3474782081321,3,283,1.768476,59.4434584490955
25,12.3478407496586,3,118,2.114117,57.5479233451188
24,11.8146151248366,4,177,2.715201,62.8109565974834
24,12.1145327500999,9,445,2.772619,57.058048589776
24,12.3308780416846,16,529,1.732707,66.8613524370206
26,12.9311949168332,5,544,2.350475,59.5357177886539
24,12.3303444171324,1,132,2.287204,62.5338679528795
23,11.7639758749865,1,56,1.568159,63.7498515779557
23,12.5806894591078,1,55,2.028438,65.3470559450595
24,11.9113362091593,5,288,2.605708,65.1993176434189
23,11.540319416672,6,396,1.703413,69.767604764227
23,11.5983614157885,3,105,1.922134,65.6797500205753
25,12.8933771247976,2,58,2.284236,59.5573684200644
23,12.4816152909771,5,229,1.706143,61.8367408928664
24,12.21336604096,7,333,1.9933,59.5000190660357
