PathLength,PathDuration,CollisionCount,FramesInCollision,PathJerk,GaTimes
42,28.5550448331051,4,79,1.734217,66.912314455424
42,21.7659543748014,5,48,1.254638,66.90501582454
38,21.9158528340049,4,141,1.381268,70.7361545585292
41,21.2482156250626,3,152,1.780861,70.4870436386001
39,20.6170960422605,8,249,1.965885,69.2219401184374
43,21.8160221669823,5,72,2.201678,64.7029428049749
37,20.7976752920076,2,22,1.377876,74.4370652262021
41,20.8144126669504,12,361,1.461815,71.2625396596949
39,28.0334903332405,8,319,1.435686,76.1141378122071
40,32.4811828332022,2,13,0.8764815,69.2026895936579
39,22.4826121670194,5,183,1.83906,74.8419903385907
38,20.6156432093121,5,105,0.7944427,73.745134813515
41,20.7990243751556,4,118,1.706257,66.9978933931306
40,35.3128464580514,3,45,1.720801,72.7379300747998
43,21.7990345419385,1,24,1.422981,70.1691182005371
41,21.2151252496988,1,9,1.884385,69.1993840765662
38,26.3685477082618,1,7,1.207205,71.2131588278632
39,31.2143347081728,7,139,1.896909,72.5772990964544
42,21.282265833579,3,45,1.206234,69.7438135920536
40,21.733361792285,7,472,1.380591,64.5524114603177
