PathLength,PathDuration,CollisionCount,FramesInCollision,PathJerk,GaTimes
19,9.82052316702902,0,0,0.9930966,27.0886908187286
19,9.87659304216504,0,0,1.233639,28.4230066708436
22,10.7666145418771,0,0,1.526327,29.0321266617287
19,9.52611370803788,0,0,0.7170708,30.5012456435514
20,9.9169939160347,0,0,1.689482,30.6555041577667
22,10.9010087908246,0,0,0.9835796,27.5454564782029
21,10.3925088327378,0,0,1.25304,25.8786309111331
21,10.209888166748,0,0,1.513793,27.8950197666529
19,9.19198308419436,0,0,1.869508,31.3325920877488
19,9.39241170790046,0,0,1.226896,30.1924823832355
19,9.1083321669139,0,0,1.675928,31.59189697257
19,9.41808816604316,0,0,0.8071678,31.3890591312788
19,9.38239162508398,0,0,1.555053,31.4504339996921
20,9.593164708931,0,0,0.8525595,30.8567791245878
18,8.95117720821872,0,0,1.035904,31.5534953390145
19,9.58270141715184,0,0,0.9181264,31.1501665089868
22,10.7435595830902,0,0,1.275929,29.2180113028735
20,9.95810725027695,0,0,0.8526543,28.1907353783026
20,9.89150637527928,0,0,1.378356,29.6329332981259
18,8.68325345870107,0,0,1.16104,32.062120269984
18,8.81461620796472,0,0,1.297273,29.292150426449
18,9.1485557500273,0,0,1.182472,37.0105394007017
19,9.43025970784947,0,0,1.283756,36.0605065024605
19,9.48127770842984,0,0,1.634745,35.2770614339725
18,8.79614787502214,0,0,1.635063,37.1367200536446
19,9.69841779116541,0,0,1.207033,36.0466973414939
17,8.68179141683504,0,0,1.968675,38.25582100955
18,8.73086724989116,0,0,1.845576,37.1061434400164
20,10.0805954169482,0,0,1.474365,33.5115897003561
20,9.86441266676411,0,0,1.39062,33.0866272095591
19,9.51592054218054,0,0,1.147665,35.3850592172852
19,9.5973795838654,0,0,1.112737,36.1172389484158
18,9.14749341597781,0,0,1.21276,37.9155368492421
19,9.21360300015658,0,0,1.348143,35.668000162236
18,9.13290599966422,0,0,1.197996,37.1485996939656
18,9.21696054097265,0,0,1.542934,37.1774073121034
20,10.1300136251375,0,0,2.29099,34.3478312948719
20,9.81426883395761,0,0,1.279248,35.1177711039782
19,9.5990891251713,0,0,1.380469,34.5026906334648
19,9.53095375001431,0,0,1.466216,35.3954299843233
