PathLength,PathDuration,CollisionCount,FramesInCollision,PathJerk,GaTimes
23,11.7110865423456,12,434,3.5122,72.3774021126978
21,11.2838446665555,9,876,0.8014812,73.3988551822092
21,11.7992376252078,7,920,1.052501,72.1507261374167
22,11.0513305421919,14,764,0.7846987,67.630609751425
22,11.6649716668762,7,1118,1.147411,71.1019999474626
21,11.5828154580668,12,721,1.496247,73.93625589265
23,11.5983562497422,23,1104,0.9561632,65.572840505806
21,10.9660932077095,12,952,0.9221288,71.5878472131278
21,11.2493505831808,14,573,1.114615,69.1202083558199
23,11.852062291,22,755,3.454046,62.2411358534642
21,11.0290738330223,9,756,1.202203,69.8046884056003
22,11.399205582682,17,774,1.827606,70.7792784934017
23,11.5823980001733,11,938,1.525505,64.4958659034708
21,10.5458335829899,7,790,1.10499,69.70528568629
22,11.3155081658624,18,761,1.183955,66.2892385470596
21,11.6005609999411,17,930,1.003489,69.4176110305956
21,11.5304163331166,11,548,1.460304,69.4516229088462
23,11.552906292025,16,932,1.204479,62.3128334789172
20,10.4829546250403,19,921,1.112741,67.2782333567739
21,11.0083061666228,13,626,0.5719622,78.2447739149488
