CROSS,BasicCrossOperatorParallel
MUTATION,BasicMutationOperatorParallel
FITNESS,FitnessContinuousDistanceParallel
SELECTION,NegativeSelectionParallel
INITIALIZATION,GlobeInitialization

Fitness,Objective
-8022.249,2.996324
-5400.604,3.162319
-3955.719,2.137974
-3086.086,2.137974
-2989.452,2.230685
-2388.201,3.162319
-2165.943,1.30191
-1725.547,2.34753
-1394.937,2.34753
-1342.739,1.30191
-906.1334,2.34753
