CROSS,BasicCrossOperatorParallel
MUTATION,BasicMutationOperatorParallel
FITNESS,FitnessContinuousDistanceParallel
SELECTION,NegativeSelectionParallel
INITIALIZATION,GlobeInitialization

Fitness,Objective
-12204.49,3.36438
-6696.524,3.344881
-3458.057,3.36438
-2544.737,3.36438
-1767.571,3.36438
-1333.813,1.858562
-1224.797,2.049357
-1273.817,2.592959
-1087.546,2.049357
-986.8412,2.592959
-927.0519,2.049357
