CROSS,BasicCrossOperatorParallel
MUTATION,BasicMutationOperatorParallel
FITNESS,FitnessContinuousDistanceParallel
SELECTION,NegativeSelectionParallel
INITIALIZATION,GlobeInitialization

Fitness,Objective
-12766.61,2.288416
-10345.88,3.160271
-4981.319,3.09765
-3784.88,3.09765
-3623.41,3.09765
-2897.885,3.09765
-2044.567,3.09765
-1838.318,3.09765
-1681.997,1.543261
-1649.885,3.09765
-1477.654,3.09765
