CROSS,BasicCrossOperatorParallel
MUTATION,BasicMutationOperatorParallel
FITNESS,FitnessContinuousDistanceParallel
SELECTION,NegativeSelectionParallel
INITIALIZATION,GlobeInitialization

Fitness,Objective
-6406.138,0.7642307
-8069.976,2.29953
-6623.035,2.29953
-4018.569,1.644696
-3741.565,1.916948
-2958.801,2.29953
-2212.9,2.29953
-2048.713,2.178673
-1922.525,2.178673
-2076.298,2.29953
-1499.631,2.150408
