CROSS,BasicCrossOperatorParallel
MUTATION,BasicMutationOperatorParallel
FITNESS,FitnessContinuousDistanceParallel
SELECTION,NegativeSelectionParallel
INITIALIZATION,GlobeInitialization

Fitness,Objective
-13956.46,2.713828
-6823.684,2.132809
-5853.934,2.041059
-5245.698,1.403085
-4320.626,2.283705
-3697.559,2.21912
-3072.344,2.21912
-2408.897,1.807191
-2523.372,1.807191
-2226.598,1.354015
-1707.326,2.351634
